is_cluster,pocket_name,pocket_alias,ward_id,ward_councillor,avg_hhsize,area_ha,density_dwellings,structure_count,age_of_is,upgrade_category,temp_sanitation,toilets_full_flush,toilets_chemical,toilets_portable,toilets_container,toilets_other,toilets_total,ratio_toilets_dwellings,pocket_code,centroidx,centroidy
4 in 1,4 in 1,Wallacedene 14 / J Section,-1.8663901026186636,Simpiwe Nonkeyizana,0.7155223172073634,-0.045881970600789905,-0.7270353482143302,-0.21866598336641457,15 - 20 years,City land. Can be upgraded,-0.7162946993614596,0.008161545505068039,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.1976683552961383,1:5,NORFOU001,1.2185328612254958,1.2483093944492962
Acacia Road,Acacia Road,Acacia Park - Parktown,0.06981954128678512,Melanie Arendse,2.191954561295692,-0.13339837287761436,-0.3780847239831474,-0.38405358566517617,10 - 15 years,Many constraints.  May need to be relocated,0.1970719620373951,-0.32213173979006443,-0.19592235171122838,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2836092052278743,1:2,HILACA001,-0.9644188095325639,-0.4601595946770136
Amy Biehl,Amy Biehl,School Site,-0.9628256021294542,Fikiswa Nkunzana,-0.8356659898727802,-0.08356686137994991,0.6515825540851331,0.2076147380515203,15 - 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,0.7029163869879329,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.00350569433925326,1:6,MITAMY001,-0.14594508061680692,-0.15716089826150748
Appel Boord,Appel Boord,Crossroads 13/14/16,-1.3500675309105439,Johanna Martlow,1.500460978621411,-0.13285177494528166,-0.13176151448301873,-0.37706537711734117,5 - 10 years,City land. Can be upgraded,-0.7162946993614596,-0.242405774373998,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.26769423301829354,1:1,TYGAPP001,0.05474255112196203,0.6142405084130249
Area K,Area K,Never Never,0.7797630773854496,Patrick (Pat) Pietersen,1.556528025865272,-0.05471863717350188,0.363376188715,0.37882584747347775,10 - 15 years,Provincial or National government land.  Some constraints,-0.7162946993614596,1.0218202486521988,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,0.08561815003439889,1:5,MITARE001,-0.04516765126410403,-0.21197290870129046
Atlantis Farms,Meadowvale Farm,Crossroads 13/14/16,-1.027365923592969,Barbara Rass,1.1453696794102945,-0.13522036598539003,-0.4566225588981441,-0.39220649563765037,5 - 10 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.299524177437455,1:1,NORATL002,-0.6969641277418358,4.235977372618877
Atlantis Farms,Rondeberg,Crossroads 13/14/16,-1.027365923592969,Barbara Rass,1.1453696794102945,-0.11247581868999049,-0.9194680603040661,-0.3793947799666195,5 - 10 years,Provincial or National government land.  Some constraints,1.5671219541356771,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,0.11296802379666337,-0.28042621078595814,1:2,NORRON001,-0.1269792039114118,3.9806013997698266
Atlantis Pockets,Dassenberg Drive,Atlantis Tip,-1.1241764057882415,Cynthia Clayton,2.4909788132629487,-0.08399199310509757,-0.8217286164320453,-0.32698321585785706,10 - 15 years,Many constraints.  May need to be relocated,1.5671219541356771,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.03696751285682169,0.39863807377628113,-0.22631530527338364,1:2,NORDAS001,-1.2076005626372075,4.13080002146051
Atlantis Pockets,Pine Grove Farm,Crossroads 13/14/16,-1.027365923592969,Barbara Rass,1.1453696794102945,-0.11721300077020722,-0.8969814641116511,-0.3793947799666195,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.299524177437455,1:1,NORPIN001,-0.8963791981708787,4.082269814277572
Atlantis Pockets,Rasta Camp - Atlantis,Crossroads 13/14/16,-1.1241764057882415,Cynthia Clayton,2.4909788132629487,-0.08138046965061912,-0.9848038143342246,-0.38521828708981537,10 - 15 years,Many constraints.  May need to be relocated,1.5671219541356771,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.02986700119314553,-0.29315818855362274,1:4,NORATL001,-1.1818759714199403,4.25946103198502
Atlantis Pockets,Saxon World,Crossroads 13/14/16,-1.027365923592969,Barbara Rass,1.1453696794102945,-0.11982452422468566,-0.9532186562517915,-0.38754768993909366,10 - 15 years,Many constraints.  May need to be relocated,1.5671219541356771,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1465757149395586,-0.10128451368804998,-0.2963411829955389,1:5,NORSAX001,-0.9049760567967923,4.099572501899781
Barcelona/ Europe/ Vukuzenzele,Barcelona/ Europe/ Vukuzenzele,Crossroads 13/14/16,-0.7692046377389093,Khaya Yozi,-0.6861538638891518,1.211384373419808,-0.268657642534535,6.538931682390029,15 - 20 years,Many constraints.  May need to be relocated,1.5671219541356771,-0.35630001068266437,0.5809834969114162,-0.17885851165187333,11.937728564682187,-0.10128451368804998,2.63837969245115,1:6,HILBAR001,-0.20818746823407638,0.09373815541260708
Berg Street,Berg Street,Crossroads 13/14/16,0.10208970201854259,Shaun August,1.238814758150062,-0.12617113355010423,-0.4352031493768719,-0.3561007514738362,5 - 10 years,City land. Can be upgraded,1.5671219541356771,-0.35630001068266437,0.3151999171194588,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.21358332750571904,1:1,HILBER001,-1.08880932096635,-0.959779741345428
Beverley Hills,Beverley Hills,Crossroads 13/14/16,0.7152227559219346,Jongidumo Maxheke,0.005339718785128401,-0.12031038905342584,-0.1394927384766377,-0.30135978451579537,15 - 20 years,City land.  Some constraints,0.09394991962728802,0.3270654071693339,-0.23681213321768332,-0.01803407645108668,-0.1602767401999007,-0.10128451368804998,-0.00350569433925326,1:1,HELBEV001,2.2720250981032843,-1.4175548101395357
Block 8,Open Space,Brown Farm 2,0.5216017915313899,Thembinkosi Pupa,-0.798287958376873,-0.12371144285460707,0.5482175551462636,-0.2652540403519812,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.17406923258879817,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2485962663667967,1:7,MITOPE001,-0.20799894063263796,-0.1805538092659378
Block 8,School Site,Bongolwethu School/ Brown Farm 2,0.5216017915313899,Thembinkosi Pupa,-0.798287958376873,-0.09158363105416284,0.4145666520160119,0.04222713575275869,> 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,0.37262310169280044,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.09581253315482156,1:6,MITSCH001,-0.21833967957190714,-0.1827116036430701
BM Section,BM Section,France - Barney Molokwana Corner,0.8120332381172071,Monde Nqulwana,-0.8356659898727802,0.777567814458422,-0.19972190278647306,4.745291488445712,> 20 years,City land. Can be upgraded,0.6833008958355883,7.547959989138782,0.2743101356130038,4.3534664803702965,1.7852688467686795,-0.02986700119314553,5.407584856918199,1:2,KHABMS001,0.6609813327103945,-0.3429530440236042
Bo-Kaap,Van der Meulen Street,Crossroads 13/14/16,0.42479130933611736,Dave Bryant,-1.5084705567991081,-0.13488633391563118,0.040783728885839976,-0.38871239136373287,> 20 years,City land.  Some constraints,-0.7162946993614596,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.299524177437455,1:1,EBEVAN001,-1.7790088698585351,0.6627606324446931
Bo-Kaap,Wash House Quarry,Die Kraal,0.42479130933611736,Dave Bryant,-1.5084705567991081,-0.11961195836211183,-0.6811448426746799,-0.35726545289847533,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.2765740452665979,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.27724321634404203,1:4,EBEWAS001,-1.766113581919665,0.6920118543515722
Bongolethu School,Bongolethu School,Bongolwethu/ Marray/ Browns Farm 1,0.5216017915313899,Thembinkosi Pupa,-0.798287958376873,-0.06100451339532792,0.04878473081204293,0.15520317394275782,15 - 20 years,Provincial or National government land.  Some constraints,-0.6163952207709599,1.386281804839931,-0.23681213321768332,-0.17885851165187333,-0.06436956337750592,-0.10128451368804998,0.20975493326912867,1:3,MITBON001,-0.24740120933474172,-0.16711296858971725
Bongweni Lonsdown Road Reserve,AT Section,Bongweni Lansdown Road reserve 1/ AT Section 4,-1.4791481738375738,Ntomboxolo Kopman,0.6781442857114562,-0.07005374583061373,0.07988265103238266,0.10279160983399534,> 20 years,City land. Can be upgraded,-0.7162946993614596,-0.0032278781257985985,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.20085134973805446,1:14,KHABTS002,0.3306621222176235,-0.24970406084722543
Bongweni Lonsdown Road Reserve,BT Section,Bongweni Lonsdowne Road Reserve 2,0.7474929166536921,Mlulami Velem,0.21091889201261788,0.03222080061919363,0.4207718777713731,1.276810645870275,> 20 years,City land. Can be upgraded,1.2171510600028177,0.33845483080020056,-0.1345876794515459,1.4342593080893506,-0.1465757149395586,-0.10128451368804998,0.967307610445172,1:4,KHABTS001,0.33194410990746503,-0.2871226353030874
Bonny Town Bush,Bonny Town Bush,Crossroads 13/14/16,-0.026990940908487318,Monty Oliver,0.30436397075238525,-0.11772923215074366,-0.6405029505378517,-0.34794784150136204,15 - 20 years,Provincial or National government land.  Some constraints,-0.4879530340117459,-0.15129038532706487,-0.23681213321768332,-0.17885851165187333,-0.13287468967921648,-0.10128451368804998,-0.23586428859913208,1:2,SOUBON001,-1.152324269893379,-0.1773977829106108
Bosasa,Bosasa Phase 1,Crossroads 13/14/16,-1.5436884953010888,Gordon Thomas,1.7247291675968535,-0.02198349433713243,-0.4461830553010597,0.05038004572523285,0 - 5 years,City land.  Some constraints,-0.7162946993614596,4.028628087200992,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,0.9259286827002621,1:1,HELBOS001,0.826715947141194,-0.2745791950920793
Bosasa,Bosasa Phase 2,Crossroads 13/14/16,-1.5436884953010888,Gordon Thomas,1.7247291675968535,0.3557764100083555,-1.006387403292126,-0.3933711970622895,0 - 5 years,City land. Can be upgraded,-0.7162946993614596,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.299524177437455,1:1,HELBOS002,0.8045262484510478,-0.2686200526767199
Boys Town,Boys Town,Crossroads 13/14/16,-0.8982852806659393,Depoutch Elese,0.30436397075238525,0.3192454481974535,-0.7233554221030131,0.5046136013345077,> 20 years,Many constraints.  May need to be relocated,1.5671219541356771,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,6.397709123348255,0.27978081099128393,1:4,MITBOY001,-0.049258700215458445,-0.019989708043989463
Browns Farm 5,Browns Farm 5,Crossroads 13/14/16,0.5216017915313899,Thembinkosi Pupa,-2.143897092229528,-0.1299365859728406,-0.2594242994981062,-0.36425366144631033,15 - 20 years,Many constraints.  May need to be relocated,1.5671219541356771,-0.35630001068266437,-0.1550325702047734,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28679219966979047,1:6,MITBRO007,-0.23628750722952144,-0.14961870109281397
Browns Farm Infills,Browns Farm 6,Crossroads 13/14/16,-0.9628256021294542,Fikiswa Nkunzana,-0.8356659898727802,-0.13099941528570974,-0.2684480148463741,-0.3700771685695062,15 - 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.31074231615919784,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28679219966979047,1:5,MITBRO001,-0.17619433426876385,-0.1458476025084672
Browns Farm Infills,Browns Farm Xhwithinja,Browns Farm 10848,-0.9628256021294542,Fikiswa Nkunzana,-0.8356659898727802,-0.13452193529407602,7.1567875589188805,-0.33630082725497035,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.242405774373998,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.26769423301829354,1:5,MITBRO002,-0.1655802303073855,-0.14383097224946706
Browns Farm Infills,Cuba Site,Crossroads 13/14/16,-0.9628256021294542,Fikiswa Nkunzana,-0.8917330371166412,-0.13330727322222558,0.9516791657842884,-0.3630889600216712,15 - 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.28796346889746455,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28042621078595814,1:4,MITCUB001,-0.15809568452997202,-0.16884727061245305
Browns Farm Infills,Dimbaza Road,Crossroads 13/14/16,0.5216017915313899,Thembinkosi Pupa,-0.798287958376873,-0.12601930079112295,-0.16329754607374522,-0.33746552867960955,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.2537951980048646,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2708772274602097,1:5,MITDIM001,-0.2770566010421375,-0.16320070588723834
Browns Farm Infills,Diya,Crossroads 13/14/16,0.5216017915313899,Thembinkosi Pupa,-0.798287958376873,-0.1318800452878013,0.6429071298898198,-0.35144194577527954,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.31074231615919784,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28679219966979047,1:9,MITDIY001,-0.18950438293080538,-0.1792127501437181
Browns Farm Infills,Dontsa Square,Crossroads 13/14/16,0.5216017915313899,Thembinkosi Pupa,-0.798287958376873,-0.13382350460276202,1.3497476441082976,-0.36541836287094953,15 - 20 years,City land. Can be upgraded,-0.7162946993614596,-0.32213173979006443,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2899751941117066,1:8,MITDON001,-0.26567896029488997,-0.1729107805843337
Browns Farm Infills,Gxakagxaka,Crossroads 13/14/16,0.5216017915313899,Thembinkosi Pupa,-0.798287958376873,-0.13324654011863307,0.7528600987686161,-0.36541836287094953,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.31074231615919784,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28679219966979047,1:6,MITGXA001,-0.19296386441733773,-0.18790442656000803
Browns Farm Infills,Mpangele Street,Crossroads 13/14/16,-0.9628256021294542,Fikiswa Nkunzana,-0.8356659898727802,-0.13382350460276202,0.17168012041083455,-0.3793947799666195,15 - 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.299524177437455,1:1,MITBRO004,-0.11002114616136596,-0.23789669068075844
Browns Farm Infills,Ndabakazi Road,Crossroads 13/14/16,-0.9628256021294542,Fikiswa Nkunzana,-0.8356659898727802,-0.13309470735965176,0.849068946537563,-0.36192425859703203,15 - 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.28796346889746455,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28042621078595814,1:5,MITNDA001,-0.17394142943148427,-0.15587025489570724
Browns Farm Infills,Ngulube,Crossroads 13/14/16,0.5216017915313899,Thembinkosi Pupa,-0.798287958376873,-0.1322748104611527,0.7405289246898816,-0.35377134862455784,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.2537951980048646,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2708772274602097,1:4,MITNGU001,-0.18077555498387823,-0.19298633481269412
Browns Farm Infills,Nobanda,Bongolethu School/ Browns Farm 3,0.5216017915313899,Thembinkosi Pupa,-0.798287958376873,-0.13011878528361817,-0.14158877165848704,-0.36075955717239283,> 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.21962692711226472,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.26132824413446126,1:2,MITNOB001,-0.2272004768398479,-0.19269392342516023
Browns Farm Infills,Philippi Site,Crossroads 13/14/16,-0.9628256021294542,Fikiswa Nkunzana,-0.8356659898727802,-0.1300884187318219,0.16071114905101228,-0.3491125429260012,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.31074231615919784,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28679219966979047,1:10,MITBRO006,-0.10968179647878351,-0.1898706410625887
Browns Farm Infills,Sagoloda Street 1,Philippi 946,-0.9628256021294542,Fikiswa Nkunzana,-0.8356659898727802,-0.12902558941895276,-0.15861918529940244,-0.35493605004919704,15 - 20 years,Many constraints.  May need to be relocated,0.42541362738710875,-0.32213173979006443,-0.17547746095800087,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28042621078595814,1:6,MITSAG001,-0.14469137206721128,-0.1896084791288635
Browns Farm Infills,Sagoloda Street 2,Crossroads 13/14/16,-0.9628256021294542,Fikiswa Nkunzana,-0.8356659898727802,-0.13106014838930224,-0.034014209127657194,-0.3630889600216712,10 - 15 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.299524177437455,1:1,MITSAG002,-0.11870284220795024,-0.18923540253095814
Browns Farm Infills,Sagwityi Street,Sagoloda Street 2,-0.9628256021294542,Fikiswa Nkunzana,-0.8356659898727802,-0.13139418045906112,-0.19790969095029876,-0.3700771685695062,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.32213173979006443,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2899751941117066,1:7,MITSAG003,-0.11125600195083117,-0.22097716280772503
Browns Farm Infills,Singolamthi Street,Crossroads 13/14/16,-0.9628256021294542,Nico Mzalisi,-0.8356659898727802,-0.1315763797698387,-0.4566225588981441,-0.3782300785419804,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.299524177437455,1:1,MITBRO003,-0.2048411033084272,-0.2142113682887226
Browns Farm Infills,Tando Store,Crossroads 13/14/16,-0.9628256021294542,Fikiswa Nkunzana,-0.8356659898727802,-0.13194077839139381,0.3447295871654238,-0.3595948557477537,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.31074231615919784,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28679219966979047,1:7,MITTAN001,-0.10515713404406044,-0.22005959603990183
Burundi - Mfuleni,Burundi - Mfuleni,Crossroads 13/14/16,1.4251662920205992,Themba Honono,-0.5179527221575703,0.5225798790252177,-0.6065953237567641,1.4421982481690367,15 - 20 years,City land.  Some constraints,-0.6237237539506477,1.2609981449003982,-0.11414278869831841,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,0.17155899996613488,1:11,HELBUR001,0.6553914893275142,-0.18742043529785085
Burundi - Mfuleni,Congo - Mfuleni,Congo,-1.5436884953010888,Gordon Thomas,1.7247291675968535,0.6701309542032503,-0.9419432185234429,-0.031149053999508788,5 - 10 years,Many constraints.  May need to be relocated,1.5671219541356771,-0.35630001068266437,-0.11414278869831841,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28042621078595814,1:52,HELBUR002,0.6912023072221055,-0.22918484796185776
Canal Walk,Canal Walk,Crossroads 13/14/16,0.06981954128678512,Melanie Arendse,2.191954561295692,-0.13011878528361817,-0.38867409498316935,-0.3700771685695062,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.21962692711226472,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.26132824413446126,1:2,HILCAN001,-0.9610630182268327,-0.4401344562050727
China Town,China Town,Hillview 1,0.10208970201854259,Shaun August,1.238814758150062,-0.12975438666206301,0.006337310066366476,-0.3526066471999187,5 - 10 years,City land. Can be upgraded,0.8584754064899734,-0.15129038532706487,-0.23681213321768332,0.01608019768241352,-0.1602767401999007,-0.10128451368804998,-0.11491049980631844,1:1,HILCHI001,-1.0281128596809492,-0.9056634683450362
City Mission - Crossroads,City Mission - Crossroads,Crossroads 13/14/16,-0.8982852806659393,Depoutch Elese,0.30436397075238525,0.17330380026462266,-0.9490864460578027,-0.2699128460505379,> 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.299524177437455,1:1,MITCIT001,0.02809417465763303,-0.05614788858793156
Crossroads Infills,Bongolethu Street,Crossroads 13/14/16,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.1346130349494648,0.0931422854958378,-0.3863829885144545,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.35630001068266437,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.299524177437455,1:1,MITBON002,-0.0450168291829265,-0.0850361170481749
Crossroads Infills,Crossroad 13,Crossroads 13/14/16,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.13297324115246673,-0.28645724992114885,-0.38055948139125867,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.32213173979006443,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2899751941117066,1:4,MITCRO001,-0.02463699546667621,-0.06695702677620385
Crossroads Infills,Crossroads 14,Crossroads 13/14/16,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.13215334425396766,-0.263461937895596,-0.375900675692702,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.31074231615919784,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28679219966979047,1:4,MITCRO002,-0.03144284187885777,-0.06353883848722333
Crossroads Infills,Crossroads 15,Crossroads 13/14/16,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.1322748104611527,-0.492588483299035,-0.3817241828158979,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.2993528925283312,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2836092052278743,1:2,MITCRO003,-0.030057164008248528,-0.06842916686528615
Crossroads Infills,Crossroads 16,Klipfontein Road Extension,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.11800253111691,-0.8825235735350034,-0.3782300785419804,> 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.28796346889746455,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28042621078595814,1:2,MITCRO006,-0.013202796439003895,-0.05720661947395858
Crossroads Infills,Crossroads 18/19 (1),Crossroads 19/ Lansdowne Road 1,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.12911668907434154,0.7393113917046499,-0.31533620161146536,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.0943432671727317,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.22631530527338364,1:3,MITCRO007,-0.015238894534599135,-0.10360928173364434
Crossroads Infills,Crossroads 18/19 (2),Lansdowne Road 2,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.11888316111900156,-0.15364996217059548,-0.2943715759679604,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.21962692711226472,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.26132824413446126,1:7,MITCRO004,-0.011166698343375166,-0.10191531231605842
Crossroads Infills,Crossroads 4,Vakala Crescent/ Stulo Road 3,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.13139418045906112,-0.2383335765649162,-0.3712418699941453,15 - 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.31074231615919784,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.28679219966979047,1:5,MITCRO005,-0.07122216578387186,-0.08344297914357124
Crossroads Infills,Gwayi Road 1,Crossroads 3,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.13096904873391346,-0.2000656315124534,-0.3677477657202278,15 - 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.32213173979006443,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2899751941117066,1:7,MITGWA004,-0.054066154052339145,-0.10165315038240488
Crossroads Infills,Gwayi Road 2,Crossroads 8,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.13367167184378073,-0.7360112503106682,-0.389877092788372,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.3335211634209311,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.29315818855362274,1:2,MITGWA001,-0.04447952551882365,-0.09605700141368127
Crossroads Infills,Gwayi Road 3,Crossroads 10,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.13254810942731907,0.0033847598818401853,-0.3724065714187845,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.3335211634209311,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.29315818855362274,1:9,MITGWA003,-0.029680108805338192,-0.09372779346453647
Crossroads Infills,Inkululeko Road,Crossroads 13/14/16,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.1340664370171321,1.284299448351298,-0.3700771685695062,15 - 20 years,Many constraints.  May need to be relocated,-0.7162946993614596,-0.32213173979006443,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2899751941117066,1:7,MITNKU001,-0.08506009172996779,-0.08474370566064102
Crossroads Infills,Ngesi Crescent 1,Crossroads 13/14/16,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.13370203839557698,-0.2733676107686493,-0.38405358566517617,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.3335211634209311,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.29315818855362274,1:4,MITNGE002,-0.042462280183358854,-0.06851991522692719
Crossroads Infills,Ngesi Crescent 2,Crossroads 12,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.1340057039135396,0.0931422854958378,-0.3817241828158979,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.2993528925283312,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2836092052278743,1:2,MITNGE001,-0.016841379146892703,-0.0772216747945583
Crossroads Infills,Sonwabile Road 1,Crossroads 1,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.11915646008516792,-0.3128065235371034,-0.3141715001868262,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.19684807985053143,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.254962255250629,1:5,MITSON001,-0.0517755436947652,-0.07670743407852079
Crossroads Infills,Sonwabile Road 2,Crossroads 9,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.13245700977193028,-0.4076336123685861,-0.38055948139125867,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.32213173979006443,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2899751941117066,1:4,MITSON002,-0.04756195180244567,-0.07412614734699201
Crossroads Infills,Sonwabile Road 3,Crossroads 11,-0.8982852806659393,Depoutch Elese,0.30436397075238525,-0.13209261115037513,0.06395123181270983,-0.3677477657202278,> 20 years,Provincial or National government land.  Some constraints,-0.7162946993614596,-0.2993528925283312,-0.23681213321768332,-0.17885851165187333,-0.1602767401999007,-0.10128451368804998,-0.2836092052278743,1:4,MITSON003,-0.02935018550280421,-0.08307998569693545
