"is_cluster","pocket_name","pocket_alias","ward_id","ward_councillor","avg_hhsize","area_ha","density_dwellings","structure_count","age_of_is","upgrade_category","temp_sanitation","toilets_full_flush","toilets_chemical","toilets_portable","toilets_container","toilets_other","toilets_total","ratio_toilets_dwellings","pocket_code","centroidx","centroidy"
"4 in 1","4 in 1","Wallacedene 14 / J Section","19100006","Simpiwe Nonkeyizana","3.720000000","2.952000000","50.813008130","150","15 - 20 years","City land. Can be upgraded","0E-9","32.000000000","0E-9","0E-9","0E-9","0E-9","32.000000000","1:5","NORFOU001","18.732603000","-33.863384000"
"Acacia Road","Acacia Road","Acacia Park - Parktown","19100066","Melanie Arendse","4.510000000","0.070000000","114.285714286","8","10 - 15 years","Many constraints.  May need to be relocated","40.000000000","3.000000000","2.000000000","0E-9","0E-9","0E-9","5.000000000","1:2","HILACA001","18.501024000","-34.032822000"
"Amy Biehl","Amy Biehl","School Site","19100034","Fikiswa Nkunzana","2.890000000","1.711000000","301.578024547","516","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","93.000000000","0E-9","0E-9","0E-9","0E-9","93.000000000","1:6","MITAMY001","18.587852000","-34.002772000"
"Appel Boord","Appel Boord","None","19100022","Johanna Martlow","4.140000000","0.088000000","159.090909091","14","5 - 10 years","City land. Can be upgraded","0E-9","10.000000000","0E-9","0E-9","0E-9","0E-9","10.000000000","1:1","TYGAPP001","18.609142000","-33.926268000"
"Area K","Area K","Never Never","19100088","Patrick (Pat) Pietersen","4.170000000","2.661000000","249.154453213","663","10 - 15 years","Provincial or National government land.  Some constraints","0E-9","121.000000000","0E-9","0E-9","0E-9","0E-9","121.000000000","1:5","MITARE001","18.598543000","-34.008208000"
"Atlantis Farms","Meadowvale Farm","None","19100032","Barbara Rass","3.950000000","0.010000000","100.000000000","1","5 - 10 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"NORATL002","18.529397000","-33.567081000"
"Atlantis Farms","Rondeberg","None","19100032","Barbara Rass","3.950000000","0.759000000","15.810276680","12","5 - 10 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","0E-9","0E-9","0E-9","6.000000000","6.000000000","1:2","NORRON001","18.589864000","-33.592408000"
"Atlantis Pockets","Dassenberg Drive","Atlantis Tip","19100029","Cynthia Clayton","4.670000000","1.697000000","33.588685916","57","10 - 15 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","0E-9","9.000000000","14.000000000","23.000000000","1:2","NORDAS001","18.475226000","-33.577512000"
"Atlantis Pockets","Pine Grove Farm","None","19100032","Barbara Rass","3.950000000","0.603000000","19.900497512","12","> 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"NORPIN001","18.508242000","-33.582325000"
"Atlantis Pockets","Rasta Camp - Atlantis","None","19100029","Cynthia Clayton","4.670000000","1.783000000","3.925967471","7","10 - 15 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","0E-9","0E-9","2.000000000","2.000000000","1:4","NORATL001","18.477955000","-33.564752000"
"Atlantis Pockets","Saxon World","None","19100032","Barbara Rass","3.950000000","0.517000000","9.671179884","5","10 - 15 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","0E-9","1.000000000","0E-9","1.000000000","1:5","NORSAX001","18.507330000","-33.580609000"
"Barcelona/ Europe/ Vukuzenzele","Barcelona/ Europe/ Vukuzenzele","None","19100040","Khaya Yozi","2.970000000","44.355000000","134.190057491","5952","15 - 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","40.000000000","0E-9","883.000000000","0E-9","923.000000000","1:6","HILBAR001","18.581249000","-33.977889000"
"Berg Street","Berg Street","None","19100067","Shaun August","4.000000000","0.308000000","103.896103896","32","5 - 10 years","City land. Can be upgraded","100.000000000","0E-9","27.000000000","0E-9","0E-9","0E-9","27.000000000","1:1","HILBER001","18.487828000","-34.082372000"
"Beverley Hills","Beverley Hills","None","19100086","Jongidumo Maxheke","3.340000000","0.501000000","157.684630739","79","15 - 20 years","City land.  Some constraints","35.483870968","60.000000000","0E-9","33.000000000","0E-9","0E-9","93.000000000","1:1","HELBEV001","18.844363000","-34.127772000"
"Block 8","Open Space","Brown Farm 2","19100080","Thembinkosi Pupa","2.910000000","0.389000000","282.776349614","110","15 - 20 years","Many constraints.  May need to be relocated","0E-9","16.000000000","0E-9","0E-9","0E-9","0E-9","16.000000000","1:7","MITOPE001","18.581269000","-34.005092000"
"Block 8","School Site","Bongolwethu School/ Brown Farm 2","19100080","Thembinkosi Pupa","2.910000000","1.447000000","258.465791292","374","> 20 years","Many constraints.  May need to be relocated","0E-9","64.000000000","0E-9","0E-9","0E-9","0E-9","64.000000000","1:6","MITSCH001","18.580172000","-34.005306000"
"BM Section","BM Section","France - Barney Molokwana Corner","19100089","Monde Nqulwana","2.890000000","30.069000000","146.729189531","4412","> 20 years","City land. Can be upgraded","61.293920803","694.000000000","25.000000000","930.000000000","142.000000000","2.000000000","1793.000000000","1:2","KHABMS001","18.673455000","-34.021198000"
"Bo-Kaap","Van der Meulen Street","None","19100077","Dave Bryant","2.530000000","0.021000000","190.476190476","4","> 20 years","City land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"EBEVAN001","18.414608000","-33.921456000"
"Bo-Kaap","Wash House Quarry","Die Kraal","19100077","Dave Bryant","2.530000000","0.524000000","59.160305344","31","15 - 20 years","Many constraints.  May need to be relocated","0E-9","7.000000000","0E-9","0E-9","0E-9","0E-9","7.000000000","1:4","EBEWAS001","18.415976000","-33.918555000"
"Bongolethu School","Bongolethu School","Bongolwethu/ Marray/ Browns Farm 1","19100080","Thembinkosi Pupa","2.910000000","2.454000000","191.931540342","471","15 - 20 years","Provincial or National government land.  Some constraints","4.375000000","153.000000000","0E-9","0E-9","7.000000000","0E-9","160.000000000","1:3","MITBON001","18.577089000","-34.003759000"
"Bongweni Lonsdown Road Reserve","AT Section","Bongweni Lansdown Road reserve 1/ AT Section 4","19100018","Ntomboxolo Kopman","3.700000000","2.156000000","197.588126160","426","> 20 years","City land. Can be upgraded","0E-9","31.000000000","0E-9","0E-9","0E-9","0E-9","31.000000000","1:14","KHABTS002","18.638413000","-34.011950000"
"Bongweni Lonsdown Road Reserve","BT Section","Bongweni Lonsdowne Road Reserve 2","19100087","Mlulami Velem","3.450000000","5.524000000","259.594496741","1434","> 20 years","City land. Can be upgraded","84.673366834","61.000000000","5.000000000","331.000000000","1.000000000","0E-9","398.000000000","1:4","KHABTS001","18.638549000","-34.015661000"
"Bonny Town Bush","Bonny Town Bush","None","19100063","Monty Oliver","3.500000000","0.586000000","66.552901024","39","15 - 20 years","Provincial or National government land.  Some constraints","10.000000000","18.000000000","0E-9","0E-9","2.000000000","0E-9","20.000000000","1:2","SOUBON001","18.481090000","-34.004779000"
"Bosasa","Bosasa Phase 1","None","19100016","Gordon Thomas","4.260000000","3.739000000","101.898903450","381","0 - 5 years","City land.  Some constraints","0E-9","385.000000000","0E-9","0E-9","0E-9","0E-9","385.000000000","1:1","HELBOS001","18.691037000","-34.014417000"
"Bosasa","Bosasa Phase 2","None","19100016","Gordon Thomas","4.260000000","16.179000000","0E-9","0","0 - 5 years","City land. Can be upgraded","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"HELBOS002","18.688683000","-34.013826000"
"Boys Town","Boys Town","None","19100036","Depoutch Elese","3.500000000","14.976000000","51.482371795","771","> 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","0E-9","0E-9","182.000000000","182.000000000","1:4","MITBOY001","18.598109000","-33.989168000"
"Browns Farm 5","Browns Farm 5","None","19100080","Thembinkosi Pupa","2.190000000","0.184000000","135.869565217","25","15 - 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","4.000000000","0E-9","0E-9","0E-9","4.000000000","1:6","MITBRO007","18.578268000","-34.002024000"
"Browns Farm Infills","Browns Farm 6","None","19100034","Fikiswa Nkunzana","2.890000000","0.149000000","134.228187919","20","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:5","MITBRO001","18.584643000","-34.001650000"
"Browns Farm Infills","Browns Farm Xhwithinja","Browns Farm 10848","19100034","Fikiswa Nkunzana","2.890000000","0.033000000","1484.848484848","49","> 20 years","Provincial or National government land.  Some constraints","0E-9","10.000000000","0E-9","0E-9","0E-9","0E-9","10.000000000","1:5","MITBRO002","18.585769000","-34.001450000"
"Browns Farm Infills","Cuba Site","None","19100034","Fikiswa Nkunzana","2.860000000","0.073000000","356.164383562","26","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","6.000000000","0E-9","0E-9","0E-9","0E-9","6.000000000","1:4","MITCUB001","18.586563000","-34.003931000"
"Browns Farm Infills","Dimbaza Road","None","19100080","Thembinkosi Pupa","2.910000000","0.313000000","153.354632588","48","15 - 20 years","Many constraints.  May need to be relocated","0E-9","9.000000000","0E-9","0E-9","0E-9","0E-9","9.000000000","1:5","MITDIM001","18.573943000","-34.003371000"
"Browns Farm Infills","Diya","None","19100080","Thembinkosi Pupa","2.910000000","0.120000000","300.000000000","36","15 - 20 years","Many constraints.  May need to be relocated","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:9","MITDIY001","18.583231000","-34.004959000"
"Browns Farm Infills","Dontsa Square","None","19100080","Thembinkosi Pupa","2.910000000","0.056000000","428.571428571","24","15 - 20 years","City land. Can be upgraded","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:8","MITDON001","18.575150000","-34.004334000"
"Browns Farm Infills","Gxakagxaka","None","19100080","Thembinkosi Pupa","2.910000000","0.075000000","320.000000000","24","15 - 20 years","Many constraints.  May need to be relocated","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:6","MITGXA001","18.582864000","-34.005821000"
"Browns Farm Infills","Mpangele Street","None","19100034","Fikiswa Nkunzana","2.890000000","0.056000000","214.285714286","12","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"MITBRO004","18.591663000","-34.010779000"
"Browns Farm Infills","Ndabakazi Road","None","19100034","Fikiswa Nkunzana","2.890000000","0.080000000","337.500000000","27","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","6.000000000","0E-9","0E-9","0E-9","0E-9","6.000000000","1:5","MITNDA001","18.584882000","-34.002644000"
"Browns Farm Infills","Ngulube","None","19100080","Thembinkosi Pupa","2.910000000","0.107000000","317.757009346","34","15 - 20 years","Many constraints.  May need to be relocated","0E-9","9.000000000","0E-9","0E-9","0E-9","0E-9","9.000000000","1:4","MITNGU001","18.584157000","-34.006325000"
"Browns Farm Infills","Nobanda","Bongolethu School/ Browns Farm 3","19100080","Thembinkosi Pupa","2.910000000","0.178000000","157.303370787","28","> 20 years","Many constraints.  May need to be relocated","0E-9","12.000000000","0E-9","0E-9","0E-9","0E-9","12.000000000","1:2","MITNOB001","18.579232000","-34.006296000"
"Browns Farm Infills","Philippi Site","None","19100034","Fikiswa Nkunzana","2.890000000","0.179000000","212.290502793","38","15 - 20 years","Many constraints.  May need to be relocated","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:10","MITBRO006","18.591699000","-34.006016000"
"Browns Farm Infills","Sagoloda Street 1","Philippi 946","19100034","Fikiswa Nkunzana","2.890000000","0.214000000","154.205607477","33","15 - 20 years","Many constraints.  May need to be relocated","50.000000000","3.000000000","3.000000000","0E-9","0E-9","0E-9","6.000000000","1:6","MITSAG001","18.587985000","-34.005990000"
"Browns Farm Infills","Sagoloda Street 2","None","19100034","Fikiswa Nkunzana","2.890000000","0.147000000","176.870748299","26","10 - 15 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"MITSAG002","18.590742000","-34.005953000"
"Browns Farm Infills","Sagwityi Street","Sagoloda Street 2","19100034","Fikiswa Nkunzana","2.890000000","0.136000000","147.058823529","20","15 - 20 years","Many constraints.  May need to be relocated","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:7","MITSAG003","18.591532000","-34.009101000"
"Browns Farm Infills","Singolamthi Street","None","19100034","Nico Mzalisi","2.890000000","0.130000000","100.000000000","13","15 - 20 years","Many constraints.  May need to be relocated","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"MITBRO003","18.581604000","-34.008430000"
"Browns Farm Infills","Tando Store","None","19100034","Fikiswa Nkunzana","2.890000000","0.118000000","245.762711864","29","15 - 20 years","Many constraints.  May need to be relocated","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:7","MITTAN001","18.592179000","-34.009010000"
"Burundi - Mfuleni","Burundi - Mfuleni","None","19100108","Themba Honono","3.060000000","21.672000000","72.720561093","1576","15 - 20 years","City land.  Some constraints","4.054054054","142.000000000","6.000000000","0E-9","0E-9","0E-9","148.000000000","1:11","HELBUR001","18.672862000","-34.005773000"
"Burundi - Mfuleni","Congo - Mfuleni","Congo","19100016","Gordon Thomas","4.260000000","26.531000000","11.722136369","311","5 - 10 years","Many constraints.  May need to be relocated","100.000000000","0E-9","6.000000000","0E-9","0E-9","0E-9","6.000000000","1:52","HELBUR002","18.676661000","-34.009915000"
"Canal Walk","Canal Walk","None","19100066","Melanie Arendse","4.510000000","0.178000000","112.359550562","20","15 - 20 years","Many constraints.  May need to be relocated","0E-9","12.000000000","0E-9","0E-9","0E-9","0E-9","12.000000000","1:2","HILCAN001","18.501380000","-34.030836000"
"China Town","China Town","Hillview 1","19100067","Shaun August","4.000000000","0.190000000","184.210526316","35","5 - 10 years","City land. Can be upgraded","68.965517241","18.000000000","0E-9","40.000000000","0E-9","0E-9","58.000000000","1:1","HILCHI001","18.494267000","-34.077005000"
"City Mission - Crossroads","City Mission - Crossroads","None","19100036","Depoutch Elese","3.500000000","10.170000000","10.422812193","106","> 20 years","Many constraints.  May need to be relocated","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"MITCIT001","18.606315000","-33.992754000"
"Crossroads Infills","Bongolethu Street","None","19100036","Depoutch Elese","3.500000000","0.030000000","200.000000000","6","> 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"MITBON002","18.598559000","-33.995619000"
"Crossroads Infills","Crossroad 13","Crossroads 13/14/16","19100036","Depoutch Elese","3.500000000","0.084000000","130.952380952","11","> 20 years","Provincial or National government land.  Some constraints","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:4","MITCRO001","18.600721000","-33.993826000"
"Crossroads Infills","Crossroads 14","Crossroads 13/14/16","19100036","Depoutch Elese","3.500000000","0.111000000","135.135135135","15","> 20 years","Provincial or National government land.  Some constraints","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:4","MITCRO002","18.599999000","-33.993487000"
"Crossroads Infills","Crossroads 15","Crossroads 13/14/16","19100036","Depoutch Elese","3.500000000","0.107000000","93.457943925","10","> 20 years","Provincial or National government land.  Some constraints","0E-9","5.000000000","0E-9","0E-9","0E-9","0E-9","5.000000000","1:2","MITCRO003","18.600146000","-33.993972000"
"Crossroads Infills","Crossroads 16","Klipfontein Road Extension","19100036","Depoutch Elese","3.500000000","0.577000000","22.530329289","13","> 20 years","Many constraints.  May need to be relocated","0E-9","6.000000000","0E-9","0E-9","0E-9","0E-9","6.000000000","1:2","MITCRO006","18.601934000","-33.992859000"
"Crossroads Infills","Crossroads 18/19 (1)","Crossroads 19/ Lansdowne Road 1","19100036","Depoutch Elese","3.500000000","0.211000000","317.535545024","67","> 20 years","Provincial or National government land.  Some constraints","0E-9","23.000000000","0E-9","0E-9","0E-9","0E-9","23.000000000","1:3","MITCRO007","18.601718000","-33.997461000"
"Crossroads Infills","Crossroads 18/19 (2)","Lansdowne Road 2","19100036","Depoutch Elese","3.500000000","0.548000000","155.109489051","85","> 20 years","Provincial or National government land.  Some constraints","0E-9","12.000000000","0E-9","0E-9","0E-9","0E-9","12.000000000","1:7","MITCRO004","18.602150000","-33.997293000"
"Crossroads Infills","Crossroads 4","Vakala Crescent/ Stulo Road 3","19100036","Depoutch Elese","3.500000000","0.136000000","139.705882353","19","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:5","MITCRO005","18.595779000","-33.995461000"
"Crossroads Infills","Gwayi Road 1","Crossroads 3","19100036","Depoutch Elese","3.500000000","0.150000000","146.666666667","22","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:7","MITGWA004","18.597599000","-33.997267000"
"Crossroads Infills","Gwayi Road 2","Crossroads 8","19100036","Depoutch Elese","3.500000000","0.061000000","49.180327869","3","> 20 years","Provincial or National government land.  Some constraints","0E-9","2.000000000","0E-9","0E-9","0E-9","0E-9","2.000000000","1:2","MITGWA001","18.598616000","-33.996712000"
"Crossroads Infills","Gwayi Road 3","Crossroads 10","19100036","Depoutch Elese","3.500000000","0.098000000","183.673469388","18","> 20 years","Provincial or National government land.  Some constraints","0E-9","2.000000000","0E-9","0E-9","0E-9","0E-9","2.000000000","1:9","MITGWA003","18.600186000","-33.996481000"
"Crossroads Infills","Inkululeko Road","None","19100036","Depoutch Elese","3.500000000","0.048000000","416.666666667","20","15 - 20 years","Many constraints.  May need to be relocated","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:7","MITNKU001","18.594311000","-33.995590000"
"Crossroads Infills","Ngesi Crescent 1","None","19100036","Depoutch Elese","3.500000000","0.060000000","133.333333333","8","> 20 years","Provincial or National government land.  Some constraints","0E-9","2.000000000","0E-9","0E-9","0E-9","0E-9","2.000000000","1:4","MITNGE002","18.598830000","-33.993981000"
"Crossroads Infills","Ngesi Crescent 2","Crossroads 12","19100036","Depoutch Elese","3.500000000","0.050000000","200.000000000","10","> 20 years","Provincial or National government land.  Some constraints","0E-9","5.000000000","0E-9","0E-9","0E-9","0E-9","5.000000000","1:2","MITNGE001","18.601548000","-33.994844000"
"Crossroads Infills","Sonwabile Road 1","Crossroads 1","19100036","Depoutch Elese","3.500000000","0.539000000","126.159554731","68","> 20 years","Provincial or National government land.  Some constraints","0E-9","14.000000000","0E-9","0E-9","0E-9","0E-9","14.000000000","1:5","MITSON001","18.597842000","-33.994793000"
"Crossroads Infills","Sonwabile Road 2","Crossroads 9","19100036","Depoutch Elese","3.500000000","0.101000000","108.910891089","11","> 20 years","Provincial or National government land.  Some constraints","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:4","MITSON002","18.598289000","-33.994537000"
"Crossroads Infills","Sonwabile Road 3","Crossroads 11","19100036","Depoutch Elese","3.500000000","0.113000000","194.690265487","22","> 20 years","Provincial or National government land.  Some constraints","0E-9","5.000000000","0E-9","0E-9","0E-9","0E-9","5.000000000","1:4","MITSON003","18.600221000","-33.995425000"
"Crossroads Infills","Stulo Road 1","Crossroads 2","19100036","Depoutch Elese","3.500000000","0.278000000","291.366906475","81","> 20 years","Many constraints.  May need to be relocated","0E-9","10.000000000","0E-9","0E-9","0E-9","0E-9","10.000000000","1:8","MITSTU001","18.594533000","-33.993522000"
"Crossroads Infills","Stulo Road 2","Crossroads 5","19100036","Depoutch Elese","3.500000000","0.100000000","130.000000000","13","> 20 years","Provincial or National government land.  Some constraints","0E-9","2.000000000","0E-9","0E-9","0E-9","0E-9","2.000000000","1:7","MITSTU002","18.595364000","-33.994225000"
"Crossroads Infills","Stulo Road 4","Crossroads 17","19100036","Depoutch Elese","3.500000000","0.243000000","226.337448560","55","> 20 years","Many constraints.  May need to be relocated","0E-9","8.000000000","0E-9","0E-9","0E-9","0E-9","8.000000000","1:7","MITSTU003","18.595026000","-33.996174000"
"Crossroads Infills","Stulo Road 5","Crossroads 6","19100036","Depoutch Elese","3.500000000","0.118000000","127.118644068","15","15 - 20 years","Many constraints.  May need to be relocated","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:4","MITSTU004","18.595812000","-33.996328000"
"Crossroads Infills","Stulo Road 6","Crossroads 7","19100036","Depoutch Elese","3.500000000","0.115000000","173.913043478","20","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:7","MITSTU005","18.597127000","-33.996714000"
"CT Section","CT Section","Taiwan - Mxolisi Phateni/ DT Section 1/ CCT Section","19100087","Ntomboxolo Kopman","3.700000000","26.433000000","180.040101388","4759","15 - 20 years","Provincial or National government land.  Some constraints","74.708818636","152.000000000","115.000000000","334.000000000","0E-9","0E-9","601.000000000","1:8","KHACTS001","18.651075000","-34.010954000"
"Dagbreek","Dagbreek","None","19100078","Eddie Andrews","4.430000000","0.109000000","45.871559633","5","5 - 10 years","Many constraints.  May need to be relocated","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"MITDAG001","18.594498000","-34.052135000"
"Green Point","Green Point 2","None","19100093","Amos Komeni","3.230000000","0.263000000","136.882129278","36","10 - 15 years","Many constraints.  May need to be relocated","0E-9","23.000000000","0E-9","0E-9","0E-9","0E-9","23.000000000","1:2","KHAGRE002","18.678427000","-34.026820000"
"Dagbreek","OR Tambo TRA","BM Section Fire Emergency","19100089","Monde Nqulwana","2.890000000","5.432000000","61.303387334","333","0 - 5 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","73.000000000","0E-9","0E-9","0E-9","73.000000000","1:5","KHAORT001","18.661005000","-34.014530000"
"Dark City","Dark City","None","19100100","Johannes (Johan) Middleton","3.360000000","1.056000000","60.606060606","64","15 - 20 years","City land.  Some constraints","0E-9","14.000000000","0E-9","0E-9","0E-9","0E-9","14.000000000","1:5","HELDAR001","18.863377000","-34.137384000"
"De Waal Road","De Waal Road","Prinsesvlei","19100072","Jan Burger","3.170000000","0.240000000","70.833333333","17","10 - 15 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","0E-9","0E-9","2.000000000","0E-9","2.000000000","1:9","SOUDEW001","18.489428000","-34.039653000"
"Delft TRA 5","Delft TRA 5","None","19100106","Khayalethu Makeleni","3.480000000","6.610000000","89.258698941","590","0 - 5 years","Many constraints.  May need to be relocated","0E-9","232.000000000","0E-9","0E-9","0E-9","0E-9","232.000000000","1:3","TYGTRA001","18.626523000","-33.989157000"
"Delft TRA 5","Symphony Way","None","19100106","Khayalethu Makeleni","3.480000000","1.403000000","81.967213115","115","0 - 5 years","Many constraints.  May need to be relocated","0E-9","112.000000000","0E-9","0E-9","0E-9","0E-9","112.000000000","1:1","TYGSYM001","18.626124000","-33.992803000"
"Doornbach","Doornbach","Site 5","19100104","Lubabalo Makeleni","2.570000000","13.925000000","205.816876122","2866","15 - 20 years","City land. Can be upgraded","100.000000000","0E-9","320.000000000","0E-9","0E-9","0E-9","320.000000000","1:9","NORDOO001","18.537612000","-33.810296000"
"Du Noon Infills","Better Life - Du Noon","None","19100104","Lubabalo Makeleni","2.570000000","0.110000000","245.454545455","27","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"NORBET001","18.542304000","-33.818474000"
"Du Noon Infills","Du Noon Bussiness Site","Milnerton 29404","19100104","Lubabalo Makeleni","2.570000000","0.339000000","365.781710914","124","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","9.000000000","0E-9","0E-9","0E-9","0E-9","9.000000000","1:14","NORDUN001","18.540020000","-33.818297000"
"Du Noon Infills","Du Noon Holding Site 1","None","19100104","Lubabalo Makeleni","2.570000000","0.250000000","312.000000000","78","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","9.000000000","0E-9","0E-9","0E-9","0E-9","9.000000000","1:9","NORDUN007","18.539261000","-33.817341000"
"Du Noon Infills","Du Noon Holding Site 2","None","19100104","Lubabalo Makeleni","2.570000000","0.272000000","297.794117647","81","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","9.000000000","0E-9","0E-9","0E-9","0E-9","9.000000000","1:9","NORDUN002","18.539744000","-33.818917000"
"Du Noon Infills","Du Noon Holding Site 3","None","19100104","Lubabalo Makeleni","2.570000000","0.247000000","396.761133603","98","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","9.000000000","0E-9","0E-9","0E-9","0E-9","9.000000000","1:11","NORDUN003","18.540609000","-33.817143000"
"Du Noon Infills","Dumani Street","None","19100104","Lubabalo Makeleni","2.570000000","0.133000000","263.157894737","35","> 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"NORDUM001","18.540410000","-33.818957000"
"Du Noon Infills","Ezulwini","None","19100104","Lubabalo Makeleni","2.570000000","0.069000000","362.318840580","25","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","6.000000000","0E-9","0E-9","0E-9","0E-9","6.000000000","1:4","NOREZU001","18.541298000","-33.824512000"
"Du Noon Infills","Ithembeni 2","Milnerton 29383","19100104","Lubabalo Makeleni","2.570000000","0.283000000","342.756183746","97","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"NORITH001","18.540926000","-33.818121000"
"Du Noon Infills","Robben Island","None","19100104","Lubabalo Makeleni","2.570000000","0.114000000","280.701754386","32","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"NORROB001","18.541184000","-33.817322000"
"Du Noon Infills","Sinethemba","None","19100104","Lubabalo Makeleni","2.570000000","0.139000000","129.496402878","18","10 - 15 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","6.000000000","0E-9","0E-9","0E-9","6.000000000","1:3","NORSIN001","18.539362000","-33.820924000"
"Du Noon School Site","Du Noon School Site","Ithembeni 1","19100104","Lubabalo Makeleni","2.570000000","2.181000000","374.140302613","816","15 - 20 years","City land.  Some constraints","0E-9","55.000000000","0E-9","0E-9","0E-9","0E-9","55.000000000","1:15","NORDUN004","18.541688000","-33.818663000"
"Du Noon Small Farmers","Du Noon Small Farmers","None","19100104","Lubabalo Makeleni","2.570000000","1.527000000","12.442698101","19","0 - 5 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","12.000000000","0E-9","0E-9","0E-9","12.000000000","1:2","NORDUN005","18.544494000","-33.811063000"
"Du Noon TRA","Du Noon TRA","New Rest - Du Noon TRA/ Silvertown TRA","19100104","Lubabalo Makeleni","2.570000000","2.692000000","111.441307578","300","15 - 20 years","Provincial or National government land.  Some constraints","89.147286822","28.000000000","178.000000000","0E-9","0E-9","52.000000000","258.000000000","1:1","NORDUN006","18.544304000","-33.812942000"
"Dyushu","Dyushu","Edameni/ Browns Farm 2/ Bongolethu School","19100080","Thembinkosi Pupa","2.910000000","0.511000000","223.091976517","114","> 20 years","Many constraints.  May need to be relocated","0E-9","8.000000000","0E-9","0E-9","0E-9","0E-9","8.000000000","1:14","MITDYU001","18.580948000","-34.004088000"
"Egoli - Phillippi","Egoli - Phillippi","None","19100080","Thembinkosi Pupa","2.910000000","2.332000000","183.104631218","427","10 - 15 years","Provincial or National government land.  Some constraints","85.641025641","56.000000000","35.000000000","299.000000000","0E-9","0E-9","390.000000000","1:1","HILEGO001","18.535598000","-34.031090000"
"Ekuphumleni - Du Noon","Ekuphumleni - Du Noon 1","None","19100104","Lubabalo Makeleni","2.570000000","0.502000000","93.625498008","47","10 - 15 years","Provincial or National government land.  Some constraints","0E-9","22.000000000","0E-9","0E-9","0E-9","0E-9","22.000000000","1:2","NORDUN009","18.540806000","-33.812172000"
