"is_cluster","pocket_name","pocket_alias","ward_id","ward_councillor","avg_hhsize","area_ha","density_dwellings","structure_count","age_of_is","upgrade_category","temp_sanitation","toilets_full_flush","toilets_chemical","toilets_portable","toilets_container","toilets_other","toilets_total","ratio_toilets_dwellings","pocket_code","centroidx","centroidy"
"Ekuphumleni - Du Noon","Ekuphumleni - Du Noon 2","None","19100104","Lubabalo Makeleni","2.570000000","0.345000000","200.000000000","69","10 - 15 years","Provincial or National government land.  Some constraints","0E-9","26.000000000","0E-9","0E-9","0E-9","0E-9","26.000000000","1:3","NOREKU002","18.541156000","-33.813061000"
"Ekuphumleni - Du Noon","Ekuphumleni - Du Noon 3","None","19100104","Lubabalo Makeleni","2.570000000","7.297000000","206.934356585","1510","10 - 15 years","Provincial or National government land.  Some constraints","91.200000000","22.000000000","228.000000000","0E-9","0E-9","0E-9","250.000000000","1:6","NORDUN008","18.543640000","-33.815067000"
"Eletrical Servitude - Philippi","Eletrical Servitude - Philippi","None","19100034","Fikiswa Nkunzana","2.890000000","0.657000000","251.141552511","165","15 - 20 years","Many constraints.  May need to be relocated","0E-9","30.000000000","0E-9","0E-9","0E-9","0E-9","30.000000000","1:6","MITELE001","18.588502000","-34.006646000"
"Engen","Engen","Olieboom","19100080","Thembinkosi Pupa","2.910000000","0.389000000","15.424164524","6","> 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"HILOLI001","18.547179000","-34.037221000"
"Enkanini","Enkanini","37B Section/ Chris Hani/ Newlands/ Zweledinga/ Lower Chris Hani","19100095","John Heuvel","4.260000000","81.597000000","97.589372158","7963","5 - 10 years","City land. Can be upgraded","77.220719784","1095.000000000","578.000000000","3109.000000000","25.000000000","0E-9","4807.000000000","1:2","KHAENK001","18.706332000","-34.056142000"
"Enkanini","Zwelitsha","Enkanini","19100095","(Botsotso) Danile Khatshwa","2.890000000","25.377000000","63.285652362","1606","5 - 10 years","Provincial or National government land.  Some constraints","97.852760736","7.000000000","229.000000000","0E-9","90.000000000","0E-9","326.000000000","1:5","KHAZWE001","18.698477000","-34.061621000"
"Enkanini","Zwelitsha Temporary","None","19100095","(Botsotso) Danile Khatshwa","2.890000000","1.100000000","145.454545455","160","5 - 10 years","Provincial or National government land.  Some constraints","0E-9","44.000000000","0E-9","0E-9","0E-9","0E-9","44.000000000","1:4","KHAZWE002","18.693289000","-34.063409000"
"Epping Market","Epping Market","None","19100053","Brian Watkyns","2.230000000","1.311000000","18.306636156","24","15 - 20 years","Many constraints.  May need to be relocated","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"EBEEPP001","18.534210000","-33.928443000"
"Ezhingwini","Ezhingwini","Ezhingwini/ Philippi 855","19100034","Fikiswa Nkunzana","2.890000000","0.443000000","266.365688488","118","10 - 15 years","Many constraints.  May need to be relocated","0E-9","13.000000000","0E-9","0E-9","0E-9","0E-9","13.000000000","1:9","MITEZH001","18.587961000","-34.004122000"
"Faure Camp","Faure Camp","None","19100016","Gordon Thomas","4.260000000","0.706000000","32.577903683","23","15 - 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","0E-9","9.000000000","1.000000000","10.000000000","1:2","HELFAU001","18.702157000","-34.016781000"
"Faure Small Farmers","Faure Small Farmers","Ithemba","19100016","Gordon Thomas","4.260000000","43.648000000","12.348790323","539","5 - 10 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","0E-9","145.000000000","0E-9","0E-9","145.000000000","1:4","HELFAU002","18.708189000","-34.021889000"
"Fisantekraal","Fisantekraal","None","19100105","Justin Basson","3.080000000","7.513000000","204.179422335","1534","5 - 10 years","Provincial or National government land.  Some constraints","35.416666667","217.000000000","90.000000000","0E-9","0E-9","29.000000000","336.000000000","1:5","NORFIS003","18.716167000","-33.787152000"
"Flamingo Crescent","Flamingo Crescent","Flemingo Crescent","19100060","Anthea Green","3.810000000","0.421000000","249.406175772","105","5 - 10 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","10.000000000","0E-9","0E-9","0E-9","10.000000000","1:11","HILFLA001","18.508423000","-33.991539000"
"Flora Road - Retreat","Flora Road - Retreat","Kavalla Dorp/ Nooitgedag","19100068","Marita Petersen","4.460000000","0.662000000","33.232628399","22","15 - 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","3.000000000","0E-9","4.000000000","0E-9","7.000000000","1:3","SOUFLO001","18.465960000","-34.070047000"
"France - Lwandle","France - Lwandle 1","France - Helderberg","19100086","Jongidumo Maxheke","3.340000000","0.422000000","345.971563981","146","5 - 10 years","Provincial or National government land.  Some constraints","0E-9","50.000000000","0E-9","0E-9","0E-9","0E-9","50.000000000","1:3","HELFRA001","18.868633000","-34.116925000"
"France - Lwandle","France - Lwandle 2","None","19100086","Jongidumo Maxheke","3.340000000","0.151000000","145.695364238","22","5 - 10 years","Many constraints.  May need to be relocated","0E-9","10.000000000","0E-9","0E-9","0E-9","0E-9","10.000000000","1:2","HELFRA002","18.868326000","-34.116319000"
"Freedom Park - Airport","Freedom Park - Airport","None","19100024","Asa Abrahams","4.560000000","15.019000000","42.412943605","637","> 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","372.000000000","48.000000000","0E-9","420.000000000","1:2","TYGFRE001","18.599249000","-33.950704000"
"Freedom Park - Ottery","Freedom Park - Ottery","None","19100063","Monty Oliver","3.500000000","0.952000000","190.126050420","181","15 - 20 years","City land. Can be upgraded","0E-9","34.000000000","0E-9","0E-9","0E-9","0E-9","34.000000000","1:5","HILFRE001","18.512754000","-34.013244000"
"Garden Cities - Mfuleni","Garden Cities - Mfuleni","None","19100108","Themba Honono","3.060000000","5.100000000","86.862745098","443","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","96.000000000","0E-9","0E-9","0E-9","0E-9","96.000000000","1:5","HELGAR001","18.684390000","-34.000903000"
"Gaza","Gaza","None","19100026","Richard O Connell","3.870000000","0.227000000","118.942731278","27","10 - 15 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"TYGGAZ001","18.576338000","-33.917211000"
"Goliath","Goliath","None","19100103","Gerhard Fourie","2.760000000","2.226000000","26.055705301","58","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","17.000000000","0E-9","0E-9","0E-9","0E-9","17.000000000","1:3","NORGOL001","18.711421000","-33.831853000"
"Gqobasi","Gqobasi","None","19100036","Depoutch Elese","3.500000000","1.622000000","103.575832306","168","15 - 20 years","Many constraints.  May need to be relocated","0E-9","75.000000000","0E-9","0E-9","0E-9","0E-9","75.000000000","1:2","MITGQO001","18.593077000","-33.989651000"
"Graveyard - Philippi","Graveyard Philippi","None","19100034","Fikiswa Nkunzana","2.890000000","0.541000000","216.266173752","117","15 - 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","0E-9","3.000000000","0E-9","3.000000000","1:39","MITGRA002","18.592266000","-34.008383000"
"Graveyard - Philippi","Graveyard Pond","None","19100034","Fikiswa Nkunzana","2.890000000","0.949000000","338.250790306","321","15 - 20 years","City land. Can be upgraded","13.636363636","38.000000000","0E-9","0E-9","6.000000000","0E-9","44.000000000","1:7","MITGRA001","18.591516000","-34.008783000"
"Green Park - Mfuleni","Green Park - Mfuleni","None","19100019","Cynthia Claasen","3.060000000","17.292000000","22.091140412","382","15 - 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","67.000000000","0E-9","152.000000000","219.000000000","1:2","HELGRE002","18.646510000","-33.991659000"
"Green Point","Green Point","Sebata Dalindyebo Square","19100093","Amos Komeni","3.230000000","8.233000000","121.219482570","998","> 20 years","Many constraints.  May need to be relocated","54.814814815","61.000000000","74.000000000","0E-9","0E-9","0E-9","135.000000000","1:7","KHAGRE001","18.679539000","-34.034978000"
"Greenfields","Greenfields","Enkanini - Lwandle / False Bay IDA","19100086","Jongidumo Maxheke","3.340000000","1.645000000","260.182370821","428","10 - 15 years","City land.  Some constraints","60.714285714","11.000000000","17.000000000","0E-9","0E-9","0E-9","28.000000000","1:15","HELGRE001","18.860696000","-34.119406000"
"Gugulethu infills","Mashlungi","None","19100045","Siyabulela Mamkeli","4.570000000","0.238000000","176.470588235","42","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","9.000000000","0E-9","0E-9","0E-9","0E-9","9.000000000","1:5","HILMAS002","18.567133000","-33.978649000"
"Gugulethu infills","Sakhile","None","19100045","Siyabulela Mamkeli","4.570000000","0.214000000","280.373831776","60","5 - 10 years","Provincial or National government land.  Some constraints","0E-9","11.000000000","0E-9","0E-9","0E-9","0E-9","11.000000000","1:5","HILSAK001","18.567200000","-33.979551000"
"Gugulethu infills","Sikonanathi","None","19100045","Siyabulela Mamkeli","4.570000000","0.702000000","54.131054131","38","> 20 years","Provincial or National government land.  Some constraints","0E-9","5.000000000","0E-9","0E-9","0E-9","0E-9","5.000000000","1:8","HILSIK001","18.562482000","-33.977513000"
"Gxagxa","Gxagxa","None","19100044","Anthony Moses","3.850000000","0.666000000","28.528528529","19","15 - 20 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","0E-9","0E-9","28.000000000","0E-9","28.000000000","1:1","HILGXA001","18.566911000","-33.967597000"
"Haasendal","Haasendal","None","19100008","Marian Nieuwoudt","2.900000000","0.440000000","40.909090909","18","5 - 10 years","Many constraints.  May need to be relocated","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"HELHAA001","18.702890000","-33.916342000"
"Hadjie Ebrahim Crescent","Hadjie Ebrahim Crescent","None","19100048","Magedien Davids","3.860000000","0.203000000","334.975369458","68","10 - 15 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","12.000000000","23.000000000","0E-9","0E-9","35.000000000","1:2","HILHAD001","18.521161000","-33.972510000"
"Hangberg","Dallas","None","19100074","Marga Haywood","2.770000000","0.064000000","140.625000000","9","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"SOUDAL001","18.344837000","-34.057165000"
"Hangberg","Egoli - Houtbay","None","19100074","Marga Haywood","2.770000000","0.177000000","84.745762712","15","10 - 15 years","Many constraints.  May need to be relocated","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"SOUEGO001","18.343320000","-34.056159000"
"Hangberg","Hangberg","Hida","19100074","Marga Haywood","2.770000000","3.879000000","108.790925496","422","15 - 20 years","City land. Can be upgraded","0E-9","13.000000000","0E-9","0E-9","0E-9","0E-9","13.000000000","1:32","SOUHAN002","18.341108000","-34.056190000"
"Hangberg","Hangberg Sloot 1","None","19100074","Marga Haywood","2.770000000","0.432000000","30.092592593","13","0 - 5 years","Many constraints.  May need to be relocated","0E-9","13.000000000","0E-9","0E-9","0E-9","0E-9","13.000000000","1:1","SOUHAN001","18.342278000","-34.057092000"
"Hangberg","Hangberg Sloot 2","None","19100074","Marga Haywood","2.770000000","1.198000000","40.066777963","48","5 - 10 years","Many constraints.  May need to be relocated","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"SOUHAN003","18.344043000","-34.058044000"
"Hangberg","Texas","None","19100074","Marga Haywood","2.770000000","0.412000000","58.252427184","24","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","8.000000000","0E-9","0E-9","0E-9","0E-9","8.000000000","1:3","SOUTEX001","18.345493000","-34.057311000"
"Happy Valley","Happy Valley 1","None","19100014","Bert Van Dalen","3.580000000","2.361000000","109.699279966","259","> 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","3.000000000","0E-9","0E-9","0E-9","3.000000000","1:86","HELHAP001","18.682836000","-33.969414000"
"Happy Valley","Happy Valley 2","None","19100014","Bert Van Dalen","3.580000000","2.381000000","147.837043259","352","> 20 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","14.000000000","0E-9","0E-9","0E-9","14.000000000","1:25","HELHAP002","18.685145000","-33.969470000"
"Happy Valley","Happy Valley 3","None","19100014","Bert Van Dalen","3.580000000","5.134000000","87.845734320","451","> 20 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","2.000000000","0E-9","0E-9","0E-9","2.000000000","1:226","HELHAP003","18.687199000","-33.968790000"
"Happy Valley","Sofia","None","19100019","Cynthia Claasen","3.980000000","0.653000000","113.323124043","74","5 - 10 years","Many constraints.  May need to be relocated","100.000000000","0E-9","25.000000000","0E-9","0E-9","0E-9","25.000000000","1:3","HELSOF001","18.684381000","-33.961998000"
"Harare Infills","Section 35","None","19100098","Anele Gabuza","3.280000000","0.198000000","227.272727273","45","10 - 15 years","Provincial or National government land.  Some constraints","0E-9","10.000000000","0E-9","0E-9","0E-9","0E-9","10.000000000","1:5","KHASEC001","18.673044000","-34.057251000"
"Harare Infills","Section 37","None","19100098","Anele Gabuza","3.280000000","0.129000000","85.271317829","11","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"KHASEC002","18.679118000","-34.058037000"
"Harry Gwala","Harry Gwala","Block 6/ Lansdown Road","19100080","Thembinkosi Pupa","2.910000000","2.953000000","225.871994582","667","15 - 20 years","Many constraints.  May need to be relocated","52.191235060","120.000000000","131.000000000","0E-9","0E-9","0E-9","251.000000000","1:3","MITHAR001","18.576927000","-34.002464000"
"Heinz Park Infills","Heinz Park 1","None","19100088","Patrick (Pat) Pietersen","4.170000000","0.117000000","196.581196581","23","10 - 15 years","City land.  Some constraints","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:6","MITHEI001","18.594689000","-34.016863000"
"Heinz Park Infills","Heinz Park 2","None","19100088","Patrick (Pat) Pietersen","4.170000000","0.856000000","199.766355140","171","10 - 15 years","Many constraints.  May need to be relocated","0E-9","20.000000000","0E-9","0E-9","0E-9","0E-9","20.000000000","1:9","MITHEI002","18.594793000","-34.016027000"
"Heinz Park Infills","Heinz Park 3","None","19100088","Patrick (Pat) Pietersen","4.170000000","0.219000000","255.707762557","56","15 - 20 years","Many constraints.  May need to be relocated","0E-9","8.000000000","0E-9","0E-9","0E-9","0E-9","8.000000000","1:7","MITHEI004","18.597357000","-34.015991000"
"Heinz Park Infills","Heinz Park 4","None","19100088","Patrick (Pat) Pietersen","4.170000000","0.152000000","236.842105263","36","10 - 15 years","Provincial or National government land.  Some constraints","0E-9","7.000000000","0E-9","0E-9","0E-9","0E-9","7.000000000","1:5","MITHEI005","18.597998000","-34.015926000"
"Heinz Park Infills","Heinz Park 5","None","19100088","Patrick (Pat) Pietersen","4.170000000","0.219000000","196.347031963","43","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:14","MITHEI007","18.595085000","-34.019134000"
"Hood Road","Hood Road","None","19100048","Magedien Davids","3.860000000","0.059000000","220.338983051","13","10 - 15 years","Provincial or National government land.  Some constraints","87.500000000","2.000000000","0E-9","14.000000000","0E-9","0E-9","16.000000000","1:1","HILHOO001","18.517775000","-33.974526000"
"Imizamo Yethu","Imizamo Yethu 1","Hugendon/ Graveyard - Hout Bay","19100074","Marga Haywood","2.770000000","5.625000000","228.444444444","1285","15 - 20 years","Provincial or National government land.  Some constraints","25.531914894","70.000000000","24.000000000","0E-9","0E-9","0E-9","94.000000000","1:14","SOUIMI001","18.364532000","-34.026726000"
"Imizamo Yethu","Imizamo Yethu 2","None","19100074","Marga Haywood","2.770000000","1.706000000","281.946072685","481","15 - 20 years","Provincial or National government land.  Some constraints","23.076923077","10.000000000","3.000000000","0E-9","0E-9","0E-9","13.000000000","1:37","SOUIMI002","18.357906000","-34.029640000"
"Imizamo Yethu","YMCA 1","Imizamo Yethu 1/ Dontseyakhe","19100074","Marga Haywood","2.770000000","7.464000000","261.521972133","1952","15 - 20 years","Provincial or National government land.  Some constraints","91.477272727","30.000000000","7.000000000","315.000000000","0E-9","0E-9","352.000000000","1:6","SOUYMC001","18.364458000","-34.029573000"
"Imizamo Yethu","YMCA 2","None","19100074","Marga Haywood","2.770000000","0.957000000","355.276907001","340","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","9.000000000","0E-9","0E-9","0E-9","0E-9","9.000000000","1:38","SOUYMC002","18.358893000","-34.030867000"
"Intersite TRA","Intersite TRA","Langa Intersite","19100051","Neliswa Ngqose","3.170000000","4.843000000","92.504645881","448","15 - 20 years","City land. Can be upgraded","5.945945946","174.000000000","11.000000000","0E-9","0E-9","0E-9","185.000000000","1:2","EBEINT001","18.541119000","-33.942640000"
"Isibaneni - Mfuleni","Isibaneni - Mfuleni","Phola Park: Phase 1","19100108","Themba Honono","3.060000000","3.207000000","101.652634861","326","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"HELISI001","18.682931000","-33.996271000"
"Island - Bongani","Island - Bongani","CL Section/ Bongweni Lansdowne Road Reserve 2","19100090","Luvuyo Hebe","3.060000000","3.801000000","210.470928703","800","15 - 20 years","City land.  Some constraints","0E-9","97.000000000","0E-9","0E-9","0E-9","0E-9","97.000000000","1:8","KHAISL001","18.652523000","-34.016579000"
"Jabula","Jabula","None","19100080","Thembinkosi Pupa","2.910000000","0.550000000","109.090909091","60","> 20 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","27.000000000","48.000000000","5.000000000","0E-9","80.000000000","1:1","HILJAB001","18.545376000","-34.017029000"
"Jim Se Bos","Jim Se Bos","Olieboom","19100080","Thembinkosi Pupa","2.910000000","0.137000000","3007.299270073","412","15 - 20 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","43.000000000","208.000000000","126.000000000","45.000000000","422.000000000","1:1","HILJIM001","18.533212000","-34.048198000"
"Joe Slovo","Joe Slovo","None","19100052","Mayenzeke Sopaqa","2.850000000","20.614000000","146.502377025","3020","> 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","0E-9","712.000000000","0E-9","712.000000000","1:4","EBEJOE001","18.535284000","-33.952023000"
"Joe Slovo North","Joe Slovo North","Little Kosovo","19100051","Neliswa Ngqose","3.170000000","0.728000000","263.736263736","192","15 - 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","22.000000000","0E-9","0E-9","0E-9","22.000000000","1:9","EBEJOE002","18.541707000","-33.944138000"
"K2 Section","K2 Section","Nonqubela 13027","19100093","Amos Komeni","3.230000000","1.406000000","216.927453770","305","> 20 years","Provincial or National government land.  Some constraints","0E-9","86.000000000","0E-9","0E-9","0E-9","0E-9","86.000000000","1:4","KHAK2S001","18.673255000","-34.028579000"
"Kalkfontein","Kalkfontein","Kirbys Farm","19100019","Jacob Jacobs","3.850000000","7.691000000","123.260954362","948","15 - 20 years","City land. Can be upgraded","12.222222222","237.000000000","33.000000000","0E-9","0E-9","0E-9","270.000000000","1:4","HELKAL001","18.663387000","-33.946833000"
"Kampies","Kampies","None","19100080","Thembinkosi Pupa","2.910000000","0.544000000","51.470588235","28","15 - 20 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","6.000000000","0E-9","3.000000000","0E-9","9.000000000","1:3","HILKAM001","18.537636000","-34.001582000"
"Kampies","Uitkykbos","Stukkende Plaas","19100080","Thembinkosi Pupa","2.910000000","0.131000000","129.770992366","17","15 - 20 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","3.000000000","12.000000000","0E-9","0E-9","15.000000000","1:1","HILSTU001","18.545292000","-34.000902000"
"Kanana","Kanana","None","19100040","Mzwakhe Nqavashe","3.470000000","23.141000000","159.197960330","3684","15 - 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","0E-9","726.000000000","0E-9","726.000000000","1:5","HILKAN001","18.572788000","-33.969126000"
"Kansite","Kansite","Kan-Site Philippi","19100034","Fikiswa Nkunzana","2.890000000","0.405000000","256.790123457","104","15 - 20 years","Many constraints.  May need to be relocated","60.869565217","9.000000000","0E-9","0E-9","14.000000000","0E-9","23.000000000","1:5","MITKAN001","18.590657000","-34.008228000"
"Kat Se Kamp","Kat Se Kamp","None","19100086","Jongidumo Maxheke","3.340000000","0.182000000","456.043956044","83","5 - 10 years","Provincial or National government land.  Some constraints","0E-9","10.000000000","0E-9","0E-9","0E-9","0E-9","10.000000000","1:8","HELKAT001","18.867243000","-34.116978000"
"Klein Zoute Rivier","Klein Zoute Rivier","None","19100023","Nora Grose","2.350000000","0.227000000","110.132158590","25","15 - 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","18.000000000","6.000000000","0E-9","24.000000000","1:1","NORKLI002","18.461571000","-33.688797000"
"Klipfontein Glebe","Klipfontein Glebe","None","19100035","Mzuzile Mpondwana","3.400000000","64.122000000","10.776332616","691","> 20 years","Many constraints.  May need to be relocated","100.000000000","0E-9","0E-9","449.000000000","89.000000000","0E-9","538.000000000","1:1","MITKLI001","18.618483000","-33.999265000"
"Klipheuwel","Klipheuwel","None","19100105","Justin Basson","3.080000000","8.601000000","77.200325544","664","10 - 15 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","33.000000000","0E-9","0E-9","525.000000000","558.000000000","1:1","NORKLI001","18.699025000","-33.702883000"
"Knole Park","Knole Park","Knole/ Williston/ Ottery","19100080","Thembinkosi Pupa","2.910000000","0.387000000","100.775193798","39","15 - 20 years","Provincial or National government land.  Some constraints","100.000000000","0E-9","9.000000000","28.000000000","0E-9","0E-9","37.000000000","1:1","HILKNO001","18.528152000","-34.025658000"
"Koekoe Town","Koekoe Town","13th Street - Kensington/ Waltemade Station","19100056","Lisa McBride","3.900000000","0.112000000","187.500000000","21","10 - 15 years","Many constraints.  May need to be relocated","0E-9","17.000000000","0E-9","0E-9","0E-9","0E-9","17.000000000","1:1","EBEKOE001","18.499410000","-33.912139000"
"Kosovo","Kosovo","None","19100033","Nico Mzalisi","2.880000000","28.644000000","212.470325374","6086","10 - 15 years","City land. Can be upgraded","63.058289175","488.000000000","328.000000000","0E-9","505.000000000","0E-9","1321.000000000","1:5","MITKOS001","18.587268000","-34.017429000"
"Kraaifontein Infills","Khwababa","None","19100101","Siseko Mbandezi","4.120000000","0.023000000","173.913043478","4","10 - 15 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"NORKRA004","18.745219000","-33.842687000"
"Kraaifontein Infills","Ntlotshane Street","None","19100101","Siseko Mbandezi","4.120000000","0.143000000","55.944055944","8","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"NORKRA001","18.751606000","-33.840476000"
"Kraaifontein Infills","Sam Nnjokozela Avenue","None","19100101","Siseko Mbandezi","4.120000000","0.085000000","47.058823529","4","5 - 10 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"NORKRA002","18.750582000","-33.844204000"
"Kraaifontein Infills","Simanga Street","None","19100101","Siseko Mbandezi","4.120000000","0.075000000","93.333333333","7","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"NORKRA003","18.748388000","-33.837095000"
"KTC","KTC","None","19100039","Khaya Yozi","2.970000000","6.820000000","178.152492669","1215","> 20 years","Provincial or National government land.  Some constraints","99.430199430","2.000000000","30.000000000","0E-9","319.000000000","0E-9","351.000000000","1:3","HILKTC001","18.576432000","-33.987913000"
"KTC Infills","B Longo Road","Nyanga 13844-1/ Nyanga 13844-2","19100037","Theophilus Mangali","3.710000000","0.157000000","280.254777070","44","> 20 years","Provincial or National government land.  Some constraints","0E-9","6.000000000","0E-9","0E-9","0E-9","0E-9","6.000000000","1:7","HILBLO001","18.581654000","-33.990122000"
"KTC Infills","E Mjobo Street","Nyanga 12344","19100039","Khaya Yozi","2.970000000","0.093000000","268.817204301","25","5 - 10 years","Provincial or National government land.  Some constraints","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:8","HILEMJ001","18.575417000","-33.986171000"
"KTC Infills","Great Dutch Street 1","Nyanga 12145","19100039","Khaya Yozi","2.970000000","0.105000000","219.047619048","23","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:6","HILGRE001","18.580809000","-33.985869000"
"KTC Infills","Great Dutch Street 2","Nyanga 14","19100039","Khaya Yozi","2.970000000","0.056000000","392.857142857","22","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","6.000000000","0E-9","0E-9","0E-9","0E-9","6.000000000","1:4","HILGRE002","18.581065000","-33.985763000"
"KTC Infills","Great Dutch Street 3","Nyanga 12601","19100039","Khaya Yozi","2.970000000","0.166000000","168.674698795","28","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"HILGRE003","18.580924000","-33.986172000"
"KTC Infills","Hlazo","None","19100039","Khaya Yozi","2.970000000","0.091000000","362.637362637","33","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","6.000000000","0E-9","0E-9","0E-9","0E-9","6.000000000","1:6","HILHLA001","18.582671000","-33.985537000"
"KTC Infills","KTC Training Camp 1","None","19100037","Theophilus Mangali","3.710000000","0.115000000","356.521739130","41","> 20 years","Provincial or National government land.  Some constraints","0E-9","14.000000000","0E-9","0E-9","0E-9","0E-9","14.000000000","1:3","HILKTC002","18.579862000","-33.989633000"
"KTC Infills","KTC Training Camp 2","None","19100037","Theophilus Mangali","3.710000000","0.077000000","181.818181818","14","> 20 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"HILKTC003","18.580328000","-33.989541000"
"KTC Infills","Mbambo Street 1","Nyanga 13671","19100039","Khaya Yozi","2.970000000","0.070000000","257.142857143","18","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:6","HILMBA002","18.574810000","-33.989271000"
"KTC Infills","Mbambo Street 2","Nyanga 13681","19100039","Khaya Yozi","2.970000000","0.066000000","318.181818182","21","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:7","HILMBA001","18.575148000","-33.989396000"
"KTC Infills","Ntlangano Crescent: Open Space (1)","None","19100039","Khaya Yozi","2.970000000","0.027000000","444.444444444","12","5 - 10 years","Provincial or National government land.  Some constraints","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9","0E-9",,"HILKTC004","18.583310000","-33.986970000"
"KTC Infills","Nyanga 13563","Lee Bozalek Road/ Nyanga 13563","19100039","Khaya Yozi","2.970000000","0.102000000","274.509803922","28","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","4.000000000","0E-9","0E-9","0E-9","0E-9","4.000000000","1:7","HILNYA001","18.576257000","-33.989502000"
"KTC Infills","Terminus Street","Nyanga 13538","19100039","Khaya Yozi","2.970000000","0.105000000","190.476190476","20","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:7","HILTER001","18.574844000","-33.989698000"
"KTC Infills","Tsamana Street","Nyanga 11837","19100039","Khaya Yozi","2.970000000","0.128000000","265.625000000","34","15 - 20 years","Provincial or National government land.  Some constraints","0E-9","5.000000000","0E-9","0E-9","0E-9","0E-9","5.000000000","1:7","HILKTC005","18.576274000","-33.984978000"
"KTC Infills","Z Memani Road","Nyanga 13844","19100037","Theophilus Mangali","3.710000000","0.099000000","202.020202020","20","> 20 years","Provincial or National government land.  Some constraints","0E-9","3.000000000","0E-9","0E-9","0E-9","0E-9","3.000000000","1:7","HILKTC006","18.580842000","-33.991206000"
